id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1345416029808148480,1345404682655707136,2021-01-02 12:05:52 EST,2021-01-02,12:05:52,-0400,1059592296,gh719,Pure Blood @GH719,,"@mike_wanaoni @realDonaldTrump Hospital ships unused, massive PPE, nobody went without, VACCINE IN RECORD TIME! WORLDWIDE pandemic, blame the real cause...China!
Only 6% are FROM covid
He basically ended deaths caused by the flu, pneumonia, heart attacks, cancer, HIV, obesity, asthma, old age in 2020!!",en,"['mike_wanaoni', 'realdonaldtrump']",[],[],0,0,0,[],[],https://twitter.com/GH719/status/1345416029808148480,,,0,,,,,,,,"{'user_id': '416194855', 'username': 'mike_wanaoni'}",,,,
1345398963948679168,1345398963948679168,2021-01-02 10:58:03 EST,2021-01-02,10:58:03,-0400,78010564,abirenews,Random thoughts,,"The short and long term negative side effects of any of the 3 new vaccines will be buried with the actual cases that Covid-19 was the “only” cause of a persons death, and not heart, lung, or cancer... if you watch tv commercials, do you think vaccines will have side effects?",en,[],[],[],0,0,0,[],[],https://twitter.com/abirenews/status/1345398963948679168,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1345110949292871680,1345063487957917696,2021-01-01 15:53:35 EST,2021-01-01,15:53:35,-0400,1321590312255541248,ncbeachbound15,ncbeachbound15,,"@CHANELSS21 @BreathingAngela @JoeBiden Then DON'T TAKE IT.  Good grief.   If you believe the FDA wants people to have cancer, or wants vaccines not to work, then you have more problems than COVID might cause.  Geez.",en,['joebiden'],[],[],0,0,3,[],[],https://twitter.com/ncbeachbound15/status/1345110949292871680,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1344895269872144384,1344732607293116417,2021-01-01 01:36:33 EST,2021-01-01,01:36:33,-0400,4251358872,prgc21,paul,,"@CaslerNoel @realDonaldTrump White 5G conspiracist. Not the profile to be a domestic terrorist in Trumps America. 
Besides... Trump and many of his supporters think: 5G caused Covid; Vaccines make you sterile; Bill Gates will chip you; and Windmills cause cancer! So this was defensible.",en,"['caslernoel', 'realdonaldtrump']",[],[],0,0,0,[],[],https://twitter.com/prgc21/status/1344895269872144384,,,0,,,,,,,,"{'user_id': '1073047860260814848', 'username': 'caslernoel'}",,,,
1348315415861194752,1348315415861194752,2021-01-10 12:07:00 EST,2021-01-10,12:07:00,-0400,1335253343283896320,etesamimaryam,"Maryam Etesami, MD",,Any vaccine including COVID vaccine can cause inflammation of nearby lymph nodes. It is wise to get the vaccine on the opposite arm than the side with history of breast cancer. Less confusion/anxiety related to enlarged nodes and possibly less side effects.,en,[],[],[],2,1,10,[],[],https://twitter.com/EtesamiMaryam/status/1348315415861194752,,https://twitter.com/RBraudyPT/status/1348136388919746562,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1348250028528160769,1348201340950859778,2021-01-10 07:47:10 EST,2021-01-10,07:47:10,-0400,1266714968713424897,warringahviva97,WarringahViVa97,,@AlboMP @TheLancet reports that #COVID19 makes Prostate Cancer Patients sterile - is Vaccine designed to cause Male infertility also? If not has sperm counts before &amp; after #Covid_19 vaccine been surveyed? @chesterfieldeva @drkerrynphelps @KKeneally #Garigal_Tribe https://t.co/R8b21PJYTD https://t.co/tHzf670G1E,en,"['albomp', 'thelancet', 'chesterfieldeva', 'drkerrynphelps', 'kkeneally']",['https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(20)30348-5/fulltext'],['https://pbs.twimg.com/media/ErXyQP3UUAYitqr.jpg'],0,0,2,"['covid19', 'covid_19', 'garigal_tribe']",[],https://twitter.com/WarringahViVa97/status/1348250028528160769,,,1,https://pbs.twimg.com/media/ErXyQP3UUAYitqr.jpg,,,,,,,"{'user_id': '254515782', 'username': 'AlboMP'}",,,,
1347865614459744257,1347861582529880064,2021-01-09 06:19:39 EST,2021-01-09,06:19:39,-0400,3233339378,tumanglethoba,Lethoba Tumang Frank,,This could cause cancer and autoimmune disease in the vaccinated. #VaccineStrategy #VaccineforSouthAfrica #vacancieswithcollen #vaccine #vaccination #vaccincovid #Pfizer #PfizerCovidVaccine #CovidVaccine #COVID #Covid19SA #Covid19InSA #COVID19 #Agenda21 #Agenda2030 #Agenda21-30,en,[],[],[],0,0,0,"['vaccinestrategy', 'vaccineforsouthafrica', 'vacancieswithcollen', 'vaccine', 'vaccination', 'vaccincovid', 'pfizer', 'pfizercovidvaccine', 'covidvaccine', 'covid', 'covid19sa', 'covid19insa', 'covid19', 'agenda21', 'agenda2030', 'agenda21']",[],https://twitter.com/Tumanglethoba/status/1347865614459744257,,,0,,,,,,,,"{'user_id': '3233339378', 'username': 'Tumanglethoba'}",,,,
1348659278354149376,1348635141225246722,2021-01-11 10:53:23 EST,2021-01-11,10:53:23,-0400,556119777,theprotonguy,Turbocharged 🏍🏁🏎☢,,"@emptywheel They also don't understand Trump wasn't helping them, the election was fair, Trump lost, COVID is real, earth is round, windmills don't cause cancer, vaccines don't contain microchips... don't get me started.",en,['emptywheel'],[],[],0,0,0,[],[],https://twitter.com/theprotonguy/status/1348659278354149376,,,0,,,,,,,,"{'user_id': '15985111', 'username': 'emptywheel'}",,,,
1348552152608874497,1348292975714037761,2021-01-11 03:47:42 EST,2021-01-11,03:47:42,-0400,179892930,entelechyinc,Sybylla,,"@FlashForFreedom @Real_Adam_B @toadmeister Given that people already moribund with cancer/stroke/heart failure are among the patients who test +  it is wrong to cite covid as cause of death.
No doubt deaths will rise as the effects of vaccine injuries kick in, &amp; deaths caused by slack NHS - cancers, suicides aggregate.",en,"['flashforfreedom', 'toadmeister']",[],[],0,0,0,[],[],https://twitter.com/EntelechyInc/status/1348552152608874497,,,0,,,,,,,,"{'user_id': '179892930', 'username': 'EntelechyInc'}",,,,
1348988974040309763,1348800612742402048,2021-01-12 08:43:29 EST,2021-01-12,08:43:29,-0400,1224800264256921600,angelarjohnson6,Angela R. Johnson,,@linda40432913 @its_menieb @JoeBiden It takes 5 to 10 yrs to test a vaccine. You want to take the chance it will cause death or cancer. So many reasons not to. I had covid my whole family did or they SAY we did. They are liars. Most people died of natural causes &amp; they called Covid. They created this to control us.,en,"['linda40432913', 'its_menieb', 'joebiden']",[],[],0,0,0,[],[],https://twitter.com/AngelaRJohnson6/status/1348988974040309763,,,0,,,,,,,,"{'user_id': '1240080877801046021', 'username': 'linda40432913'}",,,,
1348952379836817408,1348766644726865921,2021-01-12 06:18:04 EST,2021-01-12,06:18:04,-0400,1196151609400733696,cherri74887119,Lilith808,,"@SecPompeo @UN Allegedly there’s certain cures for COVID-19 &amp; prophylaxis to not get infected w/Covid-19 &amp; one of these drugs looks to be a wonder drug which looks to cure all viruses &amp; many cancers &amp; that drug is being suppressed, cause it’s all about these vaccines &amp; money for ..&amp; control for",en,"['secpompeo', 'un']",[],[],1,0,1,[],[],https://twitter.com/Cherri74887119/status/1348952379836817408,,,0,,,,,,,,"{'user_id': '1196151609400733696', 'username': 'Cherri74887119'}",,,,
1348869865499717638,1348844585338941441,2021-01-12 00:50:11 EST,2021-01-12,00:50:11,-0400,2161592777,mojeketlam,Mojeketla M,,@NonalaTose @Radio2000ZA My issue is that the vaccine may now prevent covid but cause all kinds of cancers in the future so no I won't,en,[],[],[],0,0,0,[],[],https://twitter.com/mojeketlam/status/1348869865499717638,,,0,,,,,,,,"{'user_id': '61494725', 'username': 'NalaDagada'}",,,,
1348801934317264898,1348801934317264898,2021-01-11 20:20:15 EST,2021-01-11,20:20:15,-0400,508211117,susanjaw,susan⋆⋱⋆✰,,Not a nurse tryna convince me to not get the covid vaccine bc it's sus that there's no vaccine for cancer yet we can do this so fast.. like theyre completely diff things and cancer is degenerative+there's no one cause,en,[],[],[],2,0,4,[],[],https://twitter.com/SusanJaw/status/1348801934317264898,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1351286497878618113,1351286497878618113,2021-01-18 16:53:01 EST,2021-01-18,16:53:01,-0400,2303877416,hans11160s,Hans S,,Scientists concerned that Covid vaccines could cause cancer over time https://t.co/rdMCHPrVlw via @ThemesDNA,en,['themesdna'],['https://www.xandernieuws.net/algemeen/wetenschappers-bezorgd-dat-covid-vaccins-op-termijn-kanker-kunnen-veroorzaken/'],[],0,0,0,[],[],https://twitter.com/Hans11160S/status/1351286497878618113,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1351223324983107585,1351223324983107585,2021-01-18 12:41:59 EST,2021-01-18,12:41:59,-0400,717684386938896384,rightangledltd,Rightangled,,"Sadly, Covid-19 is currently the leading cause of death in the United Kingdom, killing more people each day than heart disease or cancer👨‍⚕️
If you’re curious to learn more about COVID-19 and and getting a vaccine, read our latest blog post here 👉 https://t.co/nnY8YKvwGN https://t.co/7jzUl88OJd",en,[],['https://www.rightangled.co/blogs/covid-19/if-you-have-been-infected-with-covid-19-are-you-still-in-need-of-the-vaccine-here-is-what-you-need-to-know-1'],['https://pbs.twimg.com/media/EsCCc0QW4AMJguf.jpg'],1,1,1,[],[],https://twitter.com/rightangledltd/status/1351223324983107585,,,1,https://pbs.twimg.com/media/EsCCc0QW4AMJguf.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1351205022122594306,1351108218618060804,2021-01-18 11:29:16 EST,2021-01-18,11:29:16,-0400,342575758,_thisissparta_,✴ This Is Sparta ✴,,"@TreenityWeb Bien sur, alors quand des gens meurent du d'un cancer généralisé avec des traces de covid, on dit qu'ils sont morts du covid.
par contre quand c'est le vaccin, là c'est la comorbidité qui est en cause !
Ensuite aucune étude sur les + de 65 ans mais on vaccine dans les Ephad !",fr,['treenityweb'],[],[],1,0,0,[],[],https://twitter.com/_ThisIsSparta_/status/1351205022122594306,,,0,,,,,,,,"{'user_id': '60030005', 'username': 'TreenityWeb'}",,,,
1351131481607962626,1351119391216328707,2021-01-18 06:37:02 EST,2021-01-18,06:37:02,-0400,2327024005,unwinrichard,Richard Unwin,,"@darrengrimes_ Except vaccines seem to cause Covid, infection rates are the same for the vaccinated as the unvaccinated and you must still wear a pathogen collector against your face. Oh, and they are not lifting lockdown either. OK to die of cancer though.",en,['darrengrimes_'],[],[],0,0,0,[],[],https://twitter.com/UnwinRichard/status/1351131481607962626,,,0,,,,,,,,"{'user_id': '4691437897', 'username': 'darrengrimes_'}",,,,
1350872330981937153,1350872311084195841,2021-01-17 13:27:16 EST,2021-01-17,13:27:16,-0400,1004006432943980544,politica_econom,Política y Economía,,"disease, Alzheimer’s disease … it can cause accelerated cancer … that’s what the expression of that piece of virus … has been known to do for decades.”
COVID Vaccine Is An Operating System, Says Moderna
The COVID mRNA Vaccine is an operating system which can program your",en,[],[],[],1,0,0,[],[],https://twitter.com/Politica_Econom/status/1350872330981937153,,,0,,,,,,,,"{'user_id': '1004006432943980544', 'username': 'Politica_Econom'}",,,,
1350377755519565826,1349838272999034881,2021-01-16 04:42:00 EST,2021-01-16,04:42:00,-0400,1044987565,xjetpro,JohnMc,,"@michaelLussenbu @informer_tips @MarkReady47 @MatMacgilicuddy @FrankSi08174945 @bridb But the recovery rate is not the point. In the US for example it has taken over from heart disease / Cancer as the leading cause of death.With a vaccine a preventable death in the vast majority of cases. And death is only one outcome, google long term covid.",en,"['michaellussenbu', 'informer_tips', 'markready47', 'matmacgilicuddy', 'bridb']",[],[],2,0,0,[],[],https://twitter.com/XJetPro/status/1350377755519565826,,,0,,,,,,,,"{'user_id': '385919036', 'username': 'michaelLussenbu'}",,,,
1350362639310974976,1350353396574769154,2021-01-16 03:41:56 EST,2021-01-16,03:41:56,-0400,556273255,polispools,Polis,,"@mynameisjerm That should be the same explanation for “covid deaths”. But apparently nobody dies of cancer, heart disease etc. Its just covid. But when it comes to the vaccine/ complications the cause is other diseases. It’s laughable 🤣🙄",en,['mynameisjerm'],[],[],0,0,0,[],[],https://twitter.com/PolisPools/status/1350362639310974976,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1350201237719949313,1350123737740431361,2021-01-15 17:00:35 EST,2021-01-15,17:00:35,-0400,2868138116,goliathdave,David Goliath,,@NYGovCuomo 1 reason #NewYork doesnt have enough #CovidVaccine is cause you decided to vaccinate healthy 25 yr old teachers &amp; college faculty before 6o yr olds with cancer or heart disease. Your policy will ensure hospitalization &amp; death remains high especially with new  #CoronavirusStrain,en,['nygovcuomo'],[],[],0,0,0,"['newyork', 'covidvaccine', 'coronavirusstrain']",[],https://twitter.com/GoliathDave/status/1350201237719949313,,,0,,,,,,,,"{'user_id': '232268199', 'username': 'NYGovCuomo'}",,,,
1350188535324811277,1350188535324811277,2021-01-15 16:10:06 EST,2021-01-15,16:10:06,-0400,528016337,dr_dgrove,Dr. Daniel Grove,,"Does the COVID-19 vaccine cause cancer??
https://t.co/yAN3yFGKEO https://t.co/ckMaN1AouK",en,[],['http://ow.ly/kqxb50D9QB5'],['https://pbs.twimg.com/media/ErzVUXsWMAYGjF7.jpg'],0,0,0,[],[],https://twitter.com/Dr_DGrove/status/1350188535324811277,,,1,https://pbs.twimg.com/media/ErzVUXsWMAYGjF7.jpg,,,,,,,"{'user_id': None, 'username': None}",,,,
1349891521408069632,1349891521408069632,2021-01-14 20:29:53 EST,2021-01-14,20:29:53,-0400,4165576713,ightimafkwitya,Ascending Heaux 🕉,,"Just a small FYI, the vaccine has some components that will mutate your genetic makeup &amp;&amp; may cause cancer. 
A scientist, that studies COVID/Vaccinations told me this.",en,[],[],[],1,2,3,[],[],https://twitter.com/IghtImaFkWitya/status/1349891521408069632,,https://twitter.com/NellyFaShelly/status/1349856582142554114,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1349878922847125506,1349878922847125506,2021-01-14 19:39:49 EST,2021-01-14,19:39:49,-0400,845365310240804864,jo290470612,Jo,,"WATCH , film, share
This is NOT A VACCINE for COVID . It can Cause M.S ,
Cancer etc . Designed to make you sick !",en,[],[],[],0,0,0,[],[],https://twitter.com/Jo290470612/status/1349878922847125506,,https://twitter.com/DrSmartbat/status/1349854778285821960,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1349608310266159105,1349494549501128705,2021-01-14 01:44:30 EST,2021-01-14,01:44:30,-0400,1333696633213693953,salvadorultimo,Último Salvador,,"@shahjhan_malikk @cjwerleman US vaccines have high side effects and low efficacy. mRNA vaccines cause long-term side effects such as cancer. Due to Trump's political pressure, these vaccines have not completed their tests.
thousand people die every day in the Us by covid-19 Long after the vaccine is given",en,"['shahjhan_malikk', 'cjwerleman']",[],[],1,0,0,[],[],https://twitter.com/SalvadorUltimo/status/1349608310266159105,,,0,,,,,,,,"{'user_id': '877773879212740608', 'username': 'shahjhan_malikk'}",,,,
1349481479122935810,1344825831579930624,2021-01-13 17:20:31 EST,2021-01-13,17:20:31,-0400,996641373636972545,m_w_garncarekxy,#Mindcrossed,,"@LastWeekTonight @iamjohnoliver How probably is that German special ops, businesmen and Angela Merkel are behind stealing the covid strain from the facility in Siberia in September 2019. Let it lose in China and now sell a vaccine to earn money and cause infertility and cancer? #cnn @cnnbrk",en,"['lastweektonight', 'iamjohnoliver', 'cnnbrk']",[],[],1,0,0,['cnn'],[],https://twitter.com/M_W_GarncarekXY/status/1349481479122935810,,,0,,,,,,,,"{'user_id': '2317351705', 'username': 'LastWeekTonight'}",,,,
1349420137431130114,1349397097062264835,2021-01-13 13:16:46 EST,2021-01-13,13:16:46,-0400,2829678059,bobflemming2021,Ray,,"@DavidJoBrexit Unless you show me the exact cause of death these totals are just bollox...
S9 what they had positive covid test within 28 days?
WTF did they die of...
Heart attack
Cancer
Car crash 
Vaccine 
Suicide
How hard is it to produce proper numbers...",en,['davidjobrexit'],[],[],0,0,0,[],[],https://twitter.com/bobflemming2021/status/1349420137431130114,,,0,,,,,,,,"{'user_id': '1125937411', 'username': 'DavidJoBrexit'}",,,,
1349403355777556480,1349401883878821890,2021-01-13 12:10:05 EST,2021-01-13,12:10:05,-0400,877937741048270848,t_e_knight,"Tristan E. Knight MD, FRCPC",,"Same thing with cancer - about 1.7 million new cases / year in the US, as per the American Cancer Society - some of whom will have gotten the #CovidVaccine.
That doesn’t mean the vaccine cause cancer - it’s just statistics.",en,[],[],[],1,0,1,['covidvaccine'],[],https://twitter.com/t_e_knight/status/1349403355777556480,,,0,,,,,,,,"{'user_id': '877937741048270848', 'username': 't_e_knight'}",,,,
1349366203920297984,1349195002740498435,2021-01-13 09:42:27 EST,2021-01-13,09:42:27,-0400,27435659,missekay,Mmmkay?,,"@littlemissrebel @2nd_Amendment The common cold doesn't need a vaccine as it doesn't cause mass causality. There are cancer vaccines, see ""Gardisil"". The covid 19 vaccine wasn't created within one year. It's based off of a SARS vaccine thats been in development since 2003.",en,['2nd_amendment'],[],[],1,5,48,[],[],https://twitter.com/missekay/status/1349366203920297984,,,0,,,,,,,,"{'user_id': '1288132273804464130', 'username': 'littlebrunette0'}",,,,
1349362372243304448,1349195002740498435,2021-01-13 09:27:14 EST,2021-01-13,09:27:14,-0400,491927479,dbequette,David Bequette,,"@littlemissrebel Hate to rain on the parade, but common cold is caused by many diff viruses. Virus’s known you cause cancer do have vaccinations. HIV is a viral anomaly &amp; since Covid was in the family of Coronavirus, it was pretty easy to develop a vaccine given the long body of science on CVs.",en,[],[],[],2,3,17,[],[],https://twitter.com/dbequette/status/1349362372243304448,,,0,,,,,,,,"{'user_id': '1288132273804464130', 'username': 'littlebrunette0'}",,,,
1349297825469882368,1349294786948300805,2021-01-13 05:10:44 EST,2021-01-13,05:10:44,-0400,20794578,martin400i,Martin Harris,,"@DPJHodges I’ve never claimed that covid hasn’t caused excess deaths. I have claimed that lockdowns themselves also cause excess deaths through poverty, suicide and missed cancer diagnosis. And this will continue long beyond the vaccine.",en,['dpjhodges'],[],[],1,0,8,[],[],https://twitter.com/Martin400i/status/1349297825469882368,,,0,,,,,,,,"{'user_id': '62123765', 'username': 'DPJHodges'}",,,,
1351722566491189249,1351685534884761601,2021-01-19 21:45:48 EST,2021-01-19,21:45:48,-0400,2973515211,guymanmins,Guy Manmins 🇫🇷,,"@lautard65 @ExcocetB Pas vacciné et avec des comorbidités, tu ne meurs pas AVEC le Covid, mais DU Covid.
Vacciné et avec des comorbidités, tu ne meurs pas A CAUSE du vaccin mais de ton cancer, de ta maladie de coeur ou de ton diabète",fr,"['lautard65', 'excocetb']",[],[],1,0,0,[],[],https://twitter.com/GuyManmins/status/1351722566491189249,,,0,,,,,,,,"{'user_id': '901535478', 'username': 'lautard65'}",,,,
1351506846050373632,1351506846050373632,2021-01-19 07:28:36 EST,2021-01-19,07:28:36,-0400,1457892151,daniellemciver_,Danielle ⚡️,,"idk who needs to hear this but
✨ you can only vaccinate against a virus that can cause cancer, you can’t vaccinate against cancer itself ✨
hence why you got the HPV / HPB vaccines at school so stop using that as an excuse not to get the COVID vaccine :)",en,[],[],[],1,0,13,[],[],https://twitter.com/daniellemciver_/status/1351506846050373632,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1351397663665741825,1351243874581291008,2021-01-19 00:14:45 EST,2021-01-19,00:14:45,-0400,453189737,whynot11177,Blastnymous,,"@rtlinfo Donc quand quelqu un avait un cancer mais a eu le covid dans les chiffres on le met dans le covid.
 Et quand on vaccine et que 2 h apres la personne meurt on ne le met pas dans la cause vaccin.
Et on trouve cela normal?",fr,['rtlinfo'],[],[],1,0,4,[],[],https://twitter.com/whynot11177/status/1351397663665741825,,,0,,,,,,,,"{'user_id': '6770022', 'username': 'rtlinfo'}",,,,
1352305967501860864,1352305967501860864,2021-01-21 12:24:01 EST,2021-01-21,12:24:01,-0400,913020795777101825,skyqueen0307,紫雷イオ😈 Fanpage #Queen Of The Sky,,Hey guys sorry was gonna do this today but I was able to get my first dose of Covid Vaccine cause I am a cancer survivor also have some issues with my lungs...I feel alright soreness in my arm and actually ferling tired otherwise I am fine will do this another day sorry,en,[],[],[],0,3,34,[],[],https://twitter.com/SkyQueen0307/status/1352305967501860864,,https://twitter.com/SkyQueen0307/status/1352086923184103424,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1352252857022611464,1352252857022611464,2021-01-21 08:52:59 EST,2021-01-21,08:52:59,-0400,171034761,mrspepperhot,Auntie Mandy,,The covid Vaccine ingredients can cause cancers  https://t.co/gvlaioKvTI,en,[],['https://m.facebook.com/vaxxed2/videos/458783675278730/?refsrc=http%3A%2F%2Ft.co%2F&_rdr'],[],0,0,0,[],[],https://twitter.com/mrspepperhot/status/1352252857022611464,,,0,,,,,,,,"{'user_id': None, 'username': None}",,,,
1352736541248905216,1352681475716521984,2021-01-22 16:54:58 EST,2021-01-22,16:54:58,-0400,1271696899330895873,michaelmammoli4,Mike Larrrrry,,@LACity @MayorOfLA You all are the dumbest most incompetent people on earth.  I’m starting to question everything.  How do 3 old family members with cancer and diabetes shrug off Covid in 4 days? WTf!? .. are you lagging in vaccines cause you believe Covid is not dangerous to majority of people ?,en,"['lacity', 'mayorofla']",[],[],0,0,0,[],[],https://twitter.com/MichaelMammoli4/status/1352736541248905216,,,0,,,,,,,,"{'user_id': '880028463704363008', 'username': 'LACity'}",,,,
