user_id,user_timestamp,user_location,user_followers,user_following,user_tweet_count,user_listed_count
1032703739503800321,2018-08-23T18:58:52.000Z,Connecticut ,1,12,141,0
792449084,2012-08-30T21:34:04.000Z,"Washington, DC",6996,1193,15301,400
130000756,2010-04-06T01:23:07.000Z,California,243,719,9012,16
793864324242550788,2016-11-02T17:16:19.000Z,,21,142,2541,2
899802065979015169,2017-08-22T01:15:04.000Z,"Manhattan, NY",2327,4547,26418,6
45648095,2009-06-08T19:33:14.000Z,"Lapeer, Mi",507,1104,8059,6
750333997826256896,2016-07-05T14:22:20.000Z,"California, USA",678,867,43070,2
1303307150522036227,2020-09-08T12:20:26.000Z,,11,70,3304,0
1223818782772289536,2020-02-02T04:02:23.000Z,,32,96,1830,2
60192721,2009-07-26T00:55:39.000Z,,496,1019,26078,6
241761927,2011-01-23T02:41:10.000Z,"Carlsbad, CA",7419,8001,29813,29
1254499759194165255,2020-04-26T19:57:55.000Z,,1163,1554,4995,0
915364049373876225,2017-10-03T23:52:50.000Z,United States,2,1,5645,0
2693016583,2014-07-30T14:01:29.000Z,Outside Boston,6226,1456,102429,137
1141511142973591554,2019-06-20T01:00:39.000Z,,17,150,14135,0
356561769,2011-08-17T01:29:50.000Z,On the rail,2046,1144,120261,81
2567292679,2014-06-14T15:10:49.000Z,Pennsylvania,2296,1949,312406,136
1000546442837155840,2018-05-27T01:17:16.000Z,"Florida, USA",3386,4936,9419,1
778372944,2012-08-24T15:11:04.000Z,,1378,1928,8349,1
1079880878233473025,2018-12-31T23:23:59.000Z,,28,76,8747,0
82947669,2009-10-16T18:59:27.000Z,"Walnut Creek, CA",241,1657,24117,6
739503515526037504,2016-06-05T17:05:52.000Z,"Calabasas, CA",103,289,6993,0
826420632619511808,2017-01-31T13:23:27.000Z,"Florida, USA",2262,484,223942,1
1237188964546760705,2020-03-10T01:30:16.000Z,"Atlanta, GA",181,1772,9338,3
64774613,2009-08-11T17:30:58.000Z,,81,176,3358,0
104546199,2010-01-13T17:19:37.000Z,Asteroide B612,801,3854,162903,11
805650448401039361,2016-12-05T05:50:09.000Z,,130,590,14096,1
1287137829810831360,2020-07-25T21:29:21.000Z,"California, USA",24,13,1991,1
826569252962496513,2017-01-31T23:14:01.000Z,,8,21,11504,0
148901280,2010-05-27T22:31:15.000Z,,688,3907,34469,19
897562691715440640,2017-08-15T20:56:36.000Z,In the bushes with Spicy,437,822,108303,1
1160003085890199552,2019-08-10T01:41:02.000Z,,24,106,10654,0
14756283,2008-05-13T08:20:03.000Z,"San Francisco Bay Area, CA",88549,2825,26056,1559
972283470344015873,2018-03-10T01:30:18.000Z,"Washington, DC",498,301,414,10
1060573081935249409,2018-11-08T16:41:42.000Z,"New York, NY",72869,38,40225,524
704236588,2013-10-08T00:18:26.000Z,,398,512,25345,6
1934702491,2013-10-04T15:59:17.000Z,"Martin, TN",809,123,26432,8
407695700,2011-11-08T12:06:42.000Z,"San Diego, TX",21,319,1910,0
31459639,2009-04-15T17:19:22.000Z,"Penticton, British Columbia",156,174,6493,0
1167822306552492032,2019-08-31T15:31:59.000Z,"Parody, USA",29,52,1956,1
43007868,2009-05-28T00:43:09.000Z,,407,1019,54952,6
1184686644063916032,2019-10-17T04:24:53.000Z,"Montana, USA",149,459,952,0
2836421,2007-03-29T13:15:41.000Z,,4678760,790,278573,30186
2452941901,2014-04-19T10:43:04.000Z,,2816,1712,12897,66
2769777936,2014-08-26T12:14:21.000Z,"Lagos, Nigeria",181760,174,92640,314
3301996996,2015-05-28T17:08:47.000Z,"Nairobi, Kenya",18005,12661,18346,11
31059230,2009-04-14T04:39:19.000Z,"New York, NY",64315,1025,41095,546
3807512655,2015-09-28T21:06:30.000Z,"Kansas City, MO",1211,1464,1759,29
33733739,2009-04-21T00:25:44.000Z,,63,93,11900,0
15650573,2008-07-29T20:02:03.000Z,"Georgia, Washington, D.C.",10077,1082,10361,468
76423136,2009-09-22T19:25:01.000Z,"Key Biscayne, FL, US, 33149",1298,70,7438,31
14333445,2008-04-08T15:54:27.000Z,,82,1066,5822,2
15822631,2008-08-12T14:13:14.000Z,"Ann Arbor, MI",1333,184,3966,24
1240788548888002561,2020-03-19T23:54:20.000Z,"New York, USA",983,281,3006,2
64044939,2009-08-08T21:22:47.000Z,"Portland, Oregon, 🇺🇸",3610,1882,44642,99
1331257114032041992,2020-11-24T15:23:32.000Z,United States,1316,1666,4307,6
778990806447206400,2016-09-22T16:14:16.000Z,,0,2,30,0
421296608,2011-11-25T19:23:36.000Z,"California, USA",346,513,56781,3
18846130,2009-01-10T20:54:34.000Z,"Atlanta, Georgia",774,4691,1233,13
1188352243319197696,2019-10-27T07:10:37.000Z,"San Francisco, CA",490,3046,4835,3
user_id,user_timestamp,user_location,user_followers,user_following,user_tweet_count,user_listed_count
82163896,2009-10-13T18:56:45.000Z,,3,145,1720,0
16640775,2008-10-08T00:55:37.000Z,"Indianapolis, Indiana",288036,7434,341847,1960
49808994,2009-06-22T23:31:31.000Z,"New York, NY",4011,392,2150,51
1237490093067309059,2020-03-10T21:27:04.000Z,"Toronto, Ontario",7712,8230,38923,6
2811559122,2014-09-15T16:27:24.000Z,Philippines,1633507,400,613711,2892
45573240,2009-06-08T14:16:16.000Z,New England,762,435,35958,60
842083464207724544,2017-03-15T18:41:57.000Z,,649,986,95456,0
2675648984,2014-07-24T03:37:34.000Z,"Utah, USA",3508,410,1375,32
521449648,2012-03-11T16:17:57.000Z,"Quebec, Canada",20,11,17397,1
1173978070535024642,2019-09-17T15:13:06.000Z,Eastern North Carolina,16855,368,1927,284
11578732,2007-12-27T20:36:18.000Z,"St Petersburg, FL",16997,2236,32536,820
1872986767,2013-09-16T20:39:22.000Z,"Atlanta, GA",7768,3191,13054,136
38436871,2009-05-07T14:10:11.000Z,"SEATTLE, WA",58,75,9146,3
921786233990168576,2017-10-21T17:12:18.000Z,,117,60,2188,2
37809272,2009-05-05T00:40:25.000Z,Silicon Valley CA,320,504,4130,183
16687665,2008-10-10T19:19:41.000Z,"Charlottesville, VA",3978,2092,10244,365
1110032180237852672,2019-03-25T04:14:29.000Z,Global Citizen ,33630,721,18377,1562
183333634,2010-08-26T19:05:51.000Z,"Los Angeles, CA",16243,3647,22588,343
2455164805,2014-04-20T14:54:05.000Z,,837,419,78083,27
708861759029977089,2016-03-13T03:46:28.000Z,where the people aren’t,36479,26029,182985,66
491672013,2012-02-13T22:04:22.000Z,,24,469,1640,3
408770774,2011-11-09T21:30:10.000Z,RSA /Global,4522,3806,181894,156
25121256,2009-03-18T18:17:54.000Z,"Dallas, Texas",124,272,1569,0
1071208599010066433,2018-12-08T01:03:26.000Z,United States,96,258,5159,1
2978645566,2015-01-14T19:41:06.000Z,Arizona,2340,138,3334,35
459316609,2012-01-09T14:40:32.000Z,"Tennessee, USA",36,80,180,0
107276975,2010-01-22T02:02:15.000Z,"New York, NY",6743,1076,3211,356
1140841576588926976,2019-06-18T04:40:02.000Z,WA,1026,1218,3899,17
1127171612539871232,2019-05-11T11:20:29.000Z,,46,169,8690,0
33739050,2009-04-21T00:40:18.000Z,,130,308,11855,3
1073371689868845056,2018-12-14T00:18:47.000Z,"Montréal, Québec",2998,819,41159,26
1316783152434606080,2020-10-15T16:49:19.000Z,,6,18,299,0
752830870000578561,2016-07-12T11:44:01.000Z,"Fort Lauderdale, FL",167,690,25814,2
372669229,2011-09-13T05:59:44.000Z,,16,124,78,1
1261829187347701762,2020-05-17T01:21:48.000Z,,25,133,1100,1
255850501,2011-02-22T04:51:32.000Z,,1534,3682,19034,26
538065065,2012-03-27T11:01:56.000Z,"Bali, Indonesia",3585,3824,29643,77
4042729942,2015-10-26T00:48:36.000Z,Colorado ,291,990,1648,0
800088951205687296,2016-11-19T21:30:45.000Z,Anchorage.  alaska,2800,2921,24591,5
34262462,2009-04-22T12:55:28.000Z,,359426,303,191325,7112
29189769,2009-04-06T12:26:12.000Z,MA ➡️NY➡️UK➡️VT➡️RI,3686,3075,31726,71
346484602,2011-08-01T10:17:23.000Z,,928,3,9554,4
775768309816066048,2016-09-13T18:49:12.000Z,,5428,485,2146,14
1157981558365667330,2019-08-04T11:48:12.000Z,"Amsterdam, The Netherlands",63,20,48168,3
147306059,2010-05-23T19:44:08.000Z,υ Andromedae. ,4224,665,107779,30
954060732521504768,2018-01-18T18:39:39.000Z,"California, USA",778,3259,5699,2
3628478896,2015-09-12T06:28:00.000Z,Bight of Biafra,141,305,109999,1
971401388860243970,2018-03-07T15:05:13.000Z,"Tours, France",165,0,394724,3
188664750,2010-09-09T08:29:03.000Z,,84,285,6959,0
451192624,2011-12-31T04:34:35.000Z,"Atlanta, GA",54046,1498,65398,1093
272933351,2011-03-27T13:36:13.000Z,United Kingdom,97963,119096,128877,523
626944196,2012-07-05T01:30:08.000Z,Los Angeles,96,1,10233,1
27799198,2009-03-31T03:01:39.000Z,"Prescott, AZ",134,860,2330,0
233273755,2011-01-02T20:14:05.000Z,usa,78,1078,40984,2
920851175783542784,2017-10-19T03:16:43.000Z,The final frontier?,1400,2355,79154,3
297556535,2011-05-12T18:16:16.000Z,"New York, NY",1223,1575,1993,12
188614359,2010-09-09T04:19:49.000Z,"South Carolina, USA",20,290,3352,0
2151791810,2013-10-23T22:39:44.000Z,,2966,4485,30859,3
1183953833124343808,2019-10-15T03:53:30.000Z,,63,653,2327,0
47826076,2009-06-17T02:36:42.000Z,United States,662,3805,40154,7
1348740386164928513,2021-01-11T21:16:10.000Z,,0,26,148,0
1324299236,2013-04-03T10:25:26.000Z,"South East, England",8,123,204,0
307707566,2011-05-30T04:27:20.000Z,"Boise, ID",3657,1220,7011,112
16523439,2008-09-30T03:52:39.000Z,Seattle | NYC | Guadalajara,3614,1101,14179,0
1304985765600870400,2020-09-13T03:30:45.000Z,127.0.0.1:8000,640,703,5093,0
24098788,2009-03-13T01:43:27.000Z,CT ✈️ ATX,4247,4979,14523,1
1255679534181109768,2020-04-30T02:05:18.000Z,,13,83,875,0
576126526,2012-05-10T10:32:51.000Z,Montreal,362,0,13259,17
1347729239160872965,2021-01-09T02:19:16.000Z,Any Way the wind blows,247,367,18585,0
1146896015519358977,2019-07-04T21:38:13.000Z,United States,2981,4611,169907,9
133315811,2010-04-15T14:18:31.000Z,Brooklyn,4068,2177,155601,270
351669463,2011-08-09T15:43:01.000Z,Northeast Kansas,14299,583,100208,396
276794204,2011-04-04T02:59:47.000Z,"Washington, DC",4425,1142,13492,113
384438102,2011-10-03T17:47:38.000Z,,92514,147,34229,2211
27376696,2009-03-29T04:04:13.000Z,Ohio,55,117,11640,0
85504593,2009-10-27T05:24:39.000Z,,1971,990,276851,255
782001636260446208,2016-09-30T23:38:13.000Z,,6597,6584,318306,63
31318947,2009-04-15T02:57:44.000Z,"Dayton, Ohio ",27,33,3179,0
171258027,2010-07-26T23:12:00.000Z,"Franklin, TN",34,192,2759,0
789738490086821888,2016-10-22T08:01:43.000Z,,100,127,10572,3
1016086301089632257,2018-07-08T22:27:06.000Z,,181,155,67397,0
3333500959,2015-08-25T04:11:32.000Z,"Las Vegas, NV",46,284,6334,1
1242649904348094464,2020-03-25T03:10:14.000Z,"Syracuse, NY",45,221,145,0
1060573669867601921,2018-11-08T16:44:02.000Z,,9,47,1685,0
21796027,2009-02-24T20:51:41.000Z,"Grand Rapids, Michigan",12961,13151,15564,16
310077535,2011-06-03T04:48:53.000Z,"seattle,wa",221,125,6277,9
824488655402205184,2017-01-26T05:26:28.000Z,"Plainfield, IL",14,9,47,0
1168883230310899712,2019-09-03T13:48:03.000Z,"Stamford, CT",18,363,657,0
1010310807966703616,2018-06-22T23:57:22.000Z,"North Dakota, USA",607,889,10729,3
3043724510,2015-02-26T14:39:13.000Z,everyanywhere,279,363,9780,26
1366861280221552655,2021-03-02T21:22:10.000Z,"Paxton, Massachusetts",1,174,177,0
22254416,2009-02-28T13:27:51.000Z,,24,109,802,0
1085873723591348230,2019-01-17T12:17:25.000Z,,1388,3775,22249,1
471478950,2012-01-22T22:08:31.000Z,,233,288,40329,118
1347609635046313984,2021-01-08T18:23:15.000Z,,5934,4983,4915,3
320770704,2011-06-20T14:08:25.000Z,"Omaha, NE",88,449,592,1
2527602103,2014-05-27T14:31:07.000Z,New York City,1002,2746,19517,42
45642025,2009-06-08T19:08:32.000Z,"Memphis, TN",3079,1928,2274,52
626748749,2012-07-04T20:12:07.000Z,Denver ✈️ Atlanta,16717,2341,20699,299
user_id,user_timestamp,user_location,user_followers,user_following,user_tweet_count,user_listed_count
967487255420993544,2018-02-24T19:51:51.000Z,The Dakotas,1852,1971,18239,3
1235422076082589696,2020-03-05T04:29:20.000Z,,153,552,18077,0
526262593,2012-03-16T10:41:05.000Z,"Allentown, PA",4009,305,4254,29
904539540,2012-10-25T19:44:05.000Z,"San Diego, CA",13341,2987,21516,244
248469693,2011-02-07T02:12:41.000Z,"North Carolina, USA",2077,2982,40654,48
711565290115633152,2016-03-20T14:49:20.000Z,,26,191,574,0
16513416,2008-09-29T16:06:50.000Z,"Orlando, Florida",243835,13680,252138,1602
16377574,2008-09-20T13:33:15.000Z,,55,90,8386,2
1264496960943403008,2020-05-24T10:03:43.000Z,,1224,4692,1724,0
2305523252,2014-01-22T21:58:25.000Z,Deep in the web studying memes,222,236,25630,5
187610403,2010-09-06T18:07:35.000Z,,4,28,299,1
9544952,2007-10-19T15:44:45.000Z,"York, PA",82644,1173,228335,682
34740650,2009-04-23T21:44:30.000Z,United States,60446,1453,83159,832
822192356778803200,2017-01-19T21:21:48.000Z,"Virginia, USA",263,159,492,3
2535389917,2014-05-30T16:06:23.000Z,Nacotchtank/Piscataway land|DC,687,1212,8282,28
15161791,2008-06-18T19:50:05.000Z,Philadelphia,41832,4115,150727,1272
1084539083215564800,2019-01-13T19:54:01.000Z,"Paris, France",37,770,137,1
1020058453,2012-12-18T15:46:37.000Z,,1412725,4768,206634,11926
1262498653,2013-03-12T17:37:25.000Z,NJ,35236,369,20020,473
9601512,2007-10-22T16:57:07.000Z,"San Diego, California",70445,3781,76838,1821
51240839,2009-06-26T21:46:52.000Z,"Jacksonville, FL",7411,4694,18897,151
1070537328546996224,2018-12-06T04:36:03.000Z,"Columbia, SC",599,1941,6366,5
405678323,2011-11-05T16:58:35.000Z,los angeles - milan - treviso,5610,639,15024,66
54329062,2009-07-06T20:52:37.000Z,"Corpus Christi, Texas",62581,272,119634,419
9627102,2007-10-23T16:27:54.000Z,"Hartford, CT",146834,856,225949,1083
5392522,2007-04-22T05:10:15.000Z,,8927005,67841,229903,70204
454084038,2012-01-03T16:15:23.000Z,"Columbus, OH",3814,2373,15868,106
264574313,2011-03-12T03:42:02.000Z,"San Antonio, TX",2589,1947,15886,52
42921216,2009-05-27T16:45:59.000Z,"St. Louis, Missouri",243583,1582,267754,1956
35530079,2009-04-26T18:40:04.000Z,"Charlotte, NC",3817,1526,184163,217
161846839,2010-07-01T23:17:09.000Z,Toledo,2392,1689,5353,26
16356226,2008-09-19T00:26:25.000Z,"ÜT: 41.654712,-83.528995",111810,2196,216371,822
18736950,2009-01-07T20:33:24.000Z,"Jacksonville, FL",137172,1228,294370,1109
3533231,2007-04-05T16:08:19.000Z,"Boston, MA",124635,56152,91549,8230
36698008,2009-04-30T16:03:27.000Z,"Contra Costa County, CA",16751,371,4862,317
1093122752469438465,2019-02-06T12:22:28.000Z,"McKinney, TX",24,22,5958,1
852668429198905344,2017-04-13T23:42:50.000Z,"Illinois, USA",7,107,964,2
1391869894447173633,2021-05-10T21:37:09.000Z,,7,85,1090,2
27796202,2009-03-31T02:46:38.000Z,,46,109,576,1
350554156,2011-08-07T23:41:09.000Z,"Oklahoma, USA",2296,2308,14644,0
1393242081720737800,2021-05-14T16:29:57.000Z,,24,192,3397,0
1304263150682935296,2020-09-11T03:39:17.000Z,,117,179,6633,1
1271975834031620096,2020-06-14T01:21:02.000Z,Everywhere,1164,69,22219,45
4577097192,2015-12-16T17:57:19.000Z,"Irvine, CA",676,1287,7167,1
220365524,2010-11-27T15:34:06.000Z,North America,6715,990,98345,28
1321589096427347968,2020-10-28T23:06:20.000Z,,1128,1821,25660,0
1336449309416550401,2020-12-08T23:15:34.000Z,,597,1111,84427,0
1245136045227663361,2020-03-31T23:49:20.000Z,,1,21,131,0
101674793,2010-01-04T05:55:41.000Z,"West Hollywood, CA",81,336,54820,1
1226360816535994368,2020-02-09T04:23:21.000Z,,242,415,5550,0
622994008,2012-06-30T17:31:13.000Z,,134,115,1268,1
1348002351685062656,2021-01-09T20:23:09.000Z,,1,25,858,0
34489369,2009-04-23T01:58:17.000Z,,58,407,4538,0
53935328,2009-07-05T15:47:23.000Z,Florida,648,967,35113,7
238394370,2011-01-15T02:25:11.000Z,,10,26,2169,0
871106713,2012-10-10T04:18:18.000Z,,124,29,40156,1
1330284651970179081,2020-11-21T22:59:57.000Z,"MAGA-DOME, USA",365,474,849,1
143646287,2010-05-14T01:30:41.000Z,Navan Arena,24,222,563,1
1400577054408691717,2021-06-03T22:17:12.000Z,,1,50,260,0
1080066374938939392,2019-01-01T11:41:05.000Z,"Greater Seattle Area, WA",2612,3270,27386,4
211231364,2010-11-02T17:53:57.000Z,"Washing Town, USA",13,713,533,0
580098635,2012-05-14T18:08:23.000Z,,5,82,960,0
177640185,2010-08-12T17:46:47.000Z,,18,36,1832,0
1134063519446511616,2019-05-30T11:46:27.000Z,"Des Moines, IA",1780,1172,3404,11
921414161623539712,2017-10-20T16:33:49.000Z,"Queens, NY",42,72,184,0
1312107787707580417,2020-10-02T19:11:11.000Z,,133,677,4509,0
921220430488317952,2017-10-20T03:44:00.000Z,Southwestern West Virginia,664,1479,10199,4
53206359,2009-07-02T22:16:42.000Z,Arkansas,361,815,41169,35
99381591,2009-12-25T23:43:19.000Z,Nebraska,122,241,6790,1
1268678733919064066,2020-06-04T23:00:29.000Z,,481,748,58890,3
24472847,2009-03-15T02:28:48.000Z,Maine🦞 ➡️ New Jersey,26190,11120,31768,140
994971477987520512,2018-05-11T16:04:20.000Z,,8,38,504,0
902695947725021185,2017-08-30T00:54:20.000Z,"California, USA",277,914,31880,1
949102145713750016,2018-01-05T02:15:59.000Z,,120,84,899,2
1277437924389388289,2020-06-29T03:05:25.000Z,,1550,4304,64981,1
911760502333743104,2017-09-24T01:13:38.000Z,"Poway, CA",28,68,2606,0
2613060360,2014-07-09T06:54:30.000Z,,745,4494,69191,9
1392941179944247302,2021-05-13T20:34:07.000Z,"New York, USA",0,38,155,0
719572254,2012-07-27T06:17:41.000Z,,55,253,7001,0
894236083,2012-10-20T23:25:45.000Z,TX Loving Life,2273,3327,92263,3
1000008884424265728,2018-05-25T13:41:12.000Z,"Virginia, USA.          ",1034,2039,34583,1
7765802,2007-07-27T17:15:24.000Z,Land of Hope and Dreams,1830,4998,91813,54
713886197257375744,2016-03-27T00:31:47.000Z,United States,49,400,9056,0
712131600016908288,2016-03-22T04:19:39.000Z,,349,212,7275,1
1172862188001878016,2019-09-14T13:19:36.000Z,"the secret ""accessible"" door",918,673,15205,7
809229324813352960,2016-12-15T02:51:20.000Z,Nisenan/Maidu/Miwok/MiWuk land,27462,2928,25610,218
1337050733359882240,2020-12-10T15:05:27.000Z,,15,118,2574,0
1244652761498759168,2020-03-30T15:49:00.000Z,"Florida, USA",10379,11189,63766,21
24248647,2009-03-13T20:38:20.000Z,Mercury-All my tweets are fake,193,620,7688,2
1272342138320089088,2020-06-15T01:36:27.000Z,,16,46,10378,0
1131804814361284609,2019-05-24T06:11:10.000Z,,3318,3578,53867,4
1095863256705576960,2019-02-14T01:52:15.000Z,"Illinois, USA",115,402,5000,0
1278904081,2013-03-18T22:23:58.000Z,"Noblesville, IN",722,792,9480,1
49241916,2009-06-21T05:22:35.000Z,,12,528,2918,0
1300833114046959617,2020-09-01T16:29:33.000Z,,13,45,1104,0
2477621636,2014-05-05T01:09:02.000Z,,21,45,4197,3
829870082167816192,2017-02-10T01:50:20.000Z,"Slingerlands, NY",203,474,2270,4
788441966111444993,2016-10-18T18:09:48.000Z,,1195,1740,49929,0
1361104022,2013-04-18T05:30:21.000Z,,45,347,2982,0
1294008325047062528,2020-08-13T20:30:27.000Z,"Texas, USA",433,839,34924,1
user_id,user_timestamp,user_location,user_followers,user_following,user_tweet_count,user_listed_count
3824380005,2015-09-30T13:25:24.000Z,,18,208,933,0
219191584,2010-11-24T05:10:59.000Z,"California, USA",65,314,8487,2
778365522,2012-08-24T15:06:39.000Z,"NY, NY",8272,1003,34786,251
1293946238350561282,2020-08-13T16:23:58.000Z,,751,2093,16947,2
1368881538054590467,2021-03-08T11:09:46.000Z,,1856,2279,5198,0
437231970,2011-12-15T04:55:46.000Z,"Vancouver, Washington",36,208,61,0
995747616,2012-12-07T19:57:27.000Z,,89,327,1596,0
43878135,2009-06-01T12:49:02.000Z,0° 23.2 hrs ,179,300,12741,8
2937325405,2014-12-20T16:28:29.000Z,"Washington, DC",650,695,93567,13
837711570,2012-09-21T12:47:06.000Z,,0,71,5220,0
579004769,2012-05-13T14:34:10.000Z,,4,136,855,0
1231417360537382912,2020-02-23T03:16:13.000Z,,23,149,5166,0
1010905349090566144,2018-06-24T15:19:51.000Z,,10,29,3905,0
16338448,2008-09-17T22:35:31.000Z,"Reston, Va",241,1075,7429,5
1035006995831566336,2018-08-30T03:31:12.000Z,Over there ,238,112,17002,0
552254787,2012-04-12T21:10:32.000Z,"Ohio, USA",23,3361,1590,0
738451924458962944,2016-06-02T19:27:13.000Z,"Georgia, USA",5424,5947,5925,7
1289086710639362065,2020-07-31T06:33:29.000Z,"Bronx, NY",10,85,3842,0
1362258229229715456,2021-02-18T04:33:00.000Z,,15,20,10165,0
825854633373483011,2017-01-29T23:54:23.000Z,US,75896,75578,126727,36
3228264108,2015-05-27T15:09:38.000Z,"Santa Clarita, CA",70,245,1441,0
20001537,2009-02-03T20:35:01.000Z,"New York, USA",7356,7343,27332,34
1548685507,2013-06-26T17:11:04.000Z,"Philadelphia, PA",2599,1081,3499,43
1355347989821186058,2021-01-30T02:52:41.000Z,The Continental Hotel,35331,36468,89826,63
2335819832,2014-02-09T23:57:28.000Z,,232,671,13738,0
799012625120043009,2016-11-16T22:13:49.000Z,Drydocked in SoCal,461,98,10646,3
1294089061490139141,2020-08-14T01:51:24.000Z,,13,340,2203,1
1193325258171912198,2019-11-10T00:31:45.000Z,United States,9,155,2048,0
337921773,2011-07-18T20:01:26.000Z,,186,520,12308,9
1310984652480565249,2020-09-29T16:48:30.000Z,,7,122,206,0
953938534196436992,2018-01-18T10:34:04.000Z,,3956,4770,20447,2
1299797751350267905,2020-08-29T19:55:34.000Z,Antarctica,1116,645,41579,4
556284373,2012-04-17T21:05:23.000Z,,1076,2802,14228,4
1401990760174551040,2021-06-07T19:53:57.000Z,,428,905,38429,1
578406977,2012-05-12T21:25:26.000Z, SHIB SHAMAN Jasmy WEB3,5556,6084,55220,96
159720845,2010-06-26T04:35:16.000Z,,34,103,21,2
1259186954643501056,2020-05-09T18:23:32.000Z,,217,640,38562,2
1413616888974819332,2021-07-09T21:52:00.000Z,Not the hospital,7,172,38,0
1101876166309412867,2019-03-02T16:05:24.000Z,Border of New Mexico & Mexico,1105,688,7821,1
831279407088148480,2017-02-13T23:10:29.000Z,🗽 New York City 🗽,263153,732,4780,2993
805589383,2012-09-05T23:08:57.000Z,🇨🇦 Nova Scotia ,382,204,35087,6
1422972790630756360,2021-08-04T17:28:56.000Z,"Colorado, USA",383,100,9287,5
33172759,2009-04-19T10:15:01.000Z,91/93Million Miles from the 🌞,2253,4992,75151,114
1397904713581056001,2021-05-27T13:17:21.000Z,,6,18,155,0
1190782009834115072,2019-11-03T00:06:08.000Z,,529,58,47327,1
410961510,2011-11-12T20:20:37.000Z,Scotland,220,268,27020,9
2361858398,2014-02-26T00:32:57.000Z,Behind U,225,885,24407,2
1292262703046823936,2020-08-09T00:53:55.000Z,"Royal Palm Beach, FL",268,333,19852,3
1169063886613385216,2019-09-04T01:45:48.000Z,,1,7,17,0
31196314,2009-04-14T19:02:39.000Z,"Colorado, USA",510,1130,20812,4
17015571,2008-10-28T04:35:51.000Z,United States,2940,2651,144562,20
844284085870755842,2017-03-21T20:26:26.000Z,"Atlanta, GA",456,443,9123,3
1123378570015932417,2019-05-01T00:08:17.000Z,Halloween Town,533,1553,48701,2
20877721,2009-02-14T23:05:38.000Z,USA,5854,6065,82345,83
1222211428364378112,2020-01-28T17:34:54.000Z,Venus,177,193,13627,8
265146912,2011-03-13T02:59:16.000Z,,53,189,14567,4
268854656,2011-03-19T16:11:26.000Z,"Nashville, TN",20194,20161,462026,23
2288956639,2014-01-13T02:03:02.000Z,,988,1284,8697,6
