,article_id,tweet_id,tweet_body,post_timestamp,post_location,conversation_id,retweet_count,reply_count,like_count,quote_count,user_id,user_timestamp,user_nickname,username,user_location,user_followers,user_following,user_tweet_count,user_listed_count
8531,173,1509681806005702664,"Before the weather went south our sprinters got in a solid shakeout at the Florida Relays 💪💨

#Hokies 🦃 https://t.co/9hQR3swP8T",2022-03-31T23:59:25.000Z,,1509681806005702664,2,1,66,0,246251189,2011-02-02T12:56:09.000Z,Virginia Tech Track & Field,HokiesTFXC,Rector Field House,10904,277,9816,101
9073,180,1509669167770882068,Last year we fought &amp; got the Dignity in Pregnancy &amp; Childbirth Act &amp; an expansion to the Integrated Care &amp; High Risk Pregnancy program passed into law to address Black maternal health disparities. This year proud to continue the fight with my sister Reps for our caucus agenda. https://t.co/wLxb35Yt6q,2022-03-31T23:09:12.000Z,,1509669167770882068,12,1,52,0,956410801837010944,2018-01-25T06:17:59.000Z,Ruth Richardson,RuthForHouse,,3771,554,3367,93
9086,180,1509269117433393154,"“He set back the Black community”. Set back from where exactly? Black folks have the highest poverty rates in the US, Black women have the highest childbirth mortality rates, and Black borrowers are denied loans a rate 80% higher than white people. Where did a slap take us?",2022-03-30T20:39:33.000Z,,1509267984115638275,33,2,171,1,1067753414,2013-01-07T08:12:29.000Z,Shon,gayblackvet,"Arizona, USA",40718,5087,22348,131
9344,187,1509681915653099524,"Matt Gaetz was accused of sex-trafficking minors over a year ago — but he’s still a sitting member of Congress. Yet, Al Franken was forced to resign over a picture. And Bill Clinton had to face a grand jury for having an affair. Why aren’t there any consequences for Republicans?",2022-03-31T23:59:51.000Z,,1509681915653099524,5706,791,21101,280,777070140,2012-08-24T00:41:27.000Z,Uncovering The Truth,UncvrngTheTruth,,87985,54860,22168,237
9345,187,1509681915653099524,"Matt Gaetz was accused of sex-trafficking minors over a year ago — but he’s still a sitting member of Congress. Yet, Al Franken was forced to resign over a picture. And Bill Clinton had to face a grand jury for having an affair. Why aren’t there any consequences for Republicans?",2022-03-31T23:59:51.000Z,,1509681915653099524,5706,791,21101,280,777070140,2012-08-24T00:41:27.000Z,Uncovering The Truth,UncvrngTheTruth,,87987,54860,22169,237
9346,187,1509681915653099524,"Matt Gaetz was accused of sex-trafficking minors over a year ago — but he’s still a sitting member of Congress. Yet, Al Franken was forced to resign over a picture. And Bill Clinton had to face a grand jury for having an affair. Why aren’t there any consequences for Republicans?",2022-03-31T23:59:51.000Z,,1509681915653099524,5706,791,21101,280,777070140,2012-08-24T00:41:27.000Z,Uncovering The Truth,UncvrngTheTruth,,87996,54860,22170,237
9347,187,1509681915653099524,"Matt Gaetz was accused of sex-trafficking minors over a year ago — but he’s still a sitting member of Congress. Yet, Al Franken was forced to resign over a picture. And Bill Clinton had to face a grand jury for having an affair. Why aren’t there any consequences for Republicans?",2022-03-31T23:59:51.000Z,,1509681915653099524,5706,791,21101,280,777070140,2012-08-24T00:41:27.000Z,Uncovering The Truth,UncvrngTheTruth,,88005,54860,22171,237
9348,187,1509681915653099524,"Matt Gaetz was accused of sex-trafficking minors over a year ago — but he’s still a sitting member of Congress. Yet, Al Franken was forced to resign over a picture. And Bill Clinton had to face a grand jury for having an affair. Why aren’t there any consequences for Republicans?",2022-03-31T23:59:51.000Z,,1509681915653099524,5706,791,21101,280,777070140,2012-08-24T00:41:27.000Z,Uncovering The Truth,UncvrngTheTruth,,88012,54859,22171,237
9349,187,1509681915653099524,"Matt Gaetz was accused of sex-trafficking minors over a year ago — but he’s still a sitting member of Congress. Yet, Al Franken was forced to resign over a picture. And Bill Clinton had to face a grand jury for having an affair. Why aren’t there any consequences for Republicans?",2022-03-31T23:59:51.000Z,,1509681915653099524,5706,791,21101,280,777070140,2012-08-24T00:41:27.000Z,Uncovering The Truth,UncvrngTheTruth,,88014,54859,22171,237
9351,187,1509681915653099524,"Matt Gaetz was accused of sex-trafficking minors over a year ago — but he’s still a sitting member of Congress. Yet, Al Franken was forced to resign over a picture. And Bill Clinton had to face a grand jury for having an affair. Why aren’t there any consequences for Republicans?",2022-03-31T23:59:51.000Z,,1509681915653099524,5706,791,21101,280,777070140,2012-08-24T00:41:27.000Z,Uncovering The Truth,UncvrngTheTruth,,88014,54858,22172,237
9610,187,1509681208199950337,"@EcasticF @gbazov @Nate_T_Higgers @JPSartre18 Azov, Aidar, Donbas, Dnepr 1, Dnepr 2, Ukrainian People's self-defense , C14, Congress of Ukrainian Nationalists, Right Sector, Organization of Ukranian Nationalists...

Basically the entire national guard was created by consolidating the ~35 or so neo-nazi militias",2022-03-31T23:57:03.000Z,,1509581521417551891,106,6,258,3,1445115841079566347,2021-10-04T19:57:29.000Z,9/11 Truth For Grown Ups.,911Truth4Adults,,124,272,1144,1
9611,187,1509681208199950337,"@EcasticF @gbazov @Nate_T_Higgers @JPSartre18 Azov, Aidar, Donbas, Dnepr 1, Dnepr 2, Ukrainian People's self-defense , C14, Congress of Ukrainian Nationalists, Right Sector, Organization of Ukranian Nationalists...

Basically the entire national guard was created by consolidating the ~35 or so neo-nazi militias",2022-03-31T23:57:03.000Z,,1509581521417551891,106,6,258,3,1445115841079566347,2021-10-04T19:57:29.000Z,9/11 Truth For Grown Ups.,911Truth4Adults,,126,274,1150,1
9613,187,1509681208199950337,"@EcasticF @gbazov @Nate_T_Higgers @JPSartre18 Azov, Aidar, Donbas, Dnepr 1, Dnepr 2, Ukrainian People's self-defense , C14, Congress of Ukrainian Nationalists, Right Sector, Organization of Ukranian Nationalists...

Basically the entire national guard was created by consolidating the ~35 or so neo-nazi militias",2022-03-31T23:57:03.000Z,,1509581521417551891,106,6,258,3,1445115841079566347,2021-10-04T19:57:29.000Z,9/11 Truth For Grown Ups.,911Truth4Adults,,126,274,1152,1
9782,190,1509542578387140615,"Transgender ppl are more likely to be homeless, unsheltered, and far more vulnerable on the streets. Biden's military budget is $813 billion, 3% of which could house every homeless person in the US.

You can't say you support transgender rights and then not end homelessness.",2022-03-31T14:46:11.000Z,,1509542578387140615,131,20,378,9,17384585,2008-11-14T09:49:30.000Z,Prof Zenkus,anthonyzenkus,Hellscape America,34538,8729,73798,243
9807,190,1509285291307188229,"“I don’t need a curfew. I just need to eat a bowl of oatmeal and go out looking for work”

As the crack down on unsheltered New Yorkers continues, here's a look at  Safe Haven shelters, who they serve &amp; just how many NYC has right now

For @CityLimitsNews 
https://t.co/9uPOcslV05",2022-03-30T21:43:49.000Z,,1509285291307188229,28,2,71,2,21625936,2009-02-23T03:04:17.000Z,David Brand,DavidFBrand,"#LFGM, Queens",7225,1715,13097,129
10002,200,1509681771331293201,@iamfervalentina Pienso Fer q no te lo tiñas rojo porque te llegará el hate por cierta persona y luego no queremos q te funen ahora dicen q los colores de cabello tienen dueño😂mejor evitemos eso bebé te queremos activa por siempre y no vale la pena se ve vulgar el color aparte solo es un consejo,2022-03-31T23:59:17.000Z,,1509675956038152193,0,7,55,0,1461384830797680655,2021-11-18T17:24:51.000Z,fabiolita,Estefan64292781,,10,18,1912,0
10103,200,1509681396675088395,"it could be for decoration, but the metal could represent the feeling of being trapped or caged. harry wants to be free, but he can't. not even in his own world that he's made for himself. even though it's beautiful and full of color, he can't escape the cages. https://t.co/gSyIlDcu4i",2022-03-31T23:57:48.000Z,,1509678452999262210,8,1,66,0,1265336305640062977,2020-05-26T17:38:45.000Z,olivia 🐚,lwtblckvans,my house of stone,4235,3775,48117,35
10214,208,1509681767632019456,"Players can get a Yoshi from the Mario Series by evolving a Dragonite in the original Red and Blue games.

Below is the original instructions on how to catch a Yoshi from the April 1999 copy of Expert Gamer. https://t.co/XhjYWH6Bho",2022-03-31T23:59:16.000Z,,1509681767632019456,61,4,280,1,1110077805163888642,2019-03-25T07:15:47.000Z,Pokémon Arts and Facts,PokemonArtFacts,The Hisui Region,32374,307,4295,136
10226,208,1509681738947072034,"Los Red Hot Chili Peppers ya tienen su  estrella en el Walk of Fame de Hollywood ⭐️

💿 ¡Mañana sale su nuevo disco! ¿Qué esperás de Unlimited Love? https://t.co/TXqmOPzIRm",2022-03-31T23:59:09.000Z,,1509681738947072034,44,0,318,12,101913496,2010-01-05T01:03:31.000Z,Indie Hoy,indiehoy,,35383,518,49357,376
10353,214,1509219451383820291,"200,000 Mexican citizens have been vaccinated in Texas by a cross-border effort that provides them with expiring doses just days away from going in the trash because no Texans use them. It's 10% of the total doses being administered across Texas daily
https://t.co/WGCq8JfqY1",2022-03-30T17:22:11.000Z,,1509219451383820291,48,2,118,5,309705905,2011-06-02T14:47:53.000Z,Alfons López Tena 🦇,alfonslopeztena,Catalonia,214009,16605,188763,1458
10354,214,1509207076697956361,"Nearly 200,000 Mexican citizens have been vaccinated in Texas thanks to a cross-border effort that provides them with expiring doses that were marked for the trash. https://t.co/uSaDvXOcMi",2022-03-30T16:33:01.000Z,,1509207076697956361,25,5,77,1,44513878,2009-06-04T01:37:46.000Z,Texas Tribune,TexasTribune,"Austin, Texas",295672,56583,109886,5509
10355,214,1509207076697956361,"Nearly 200,000 Mexican citizens have been vaccinated in Texas thanks to a cross-border effort that provides them with expiring doses that were marked for the trash. https://t.co/uSaDvXOcMi",2022-03-30T16:33:01.000Z,,1509207076697956361,25,5,77,1,44513878,2009-06-04T01:37:46.000Z,Texas Tribune,TexasTribune,"Austin, Texas",295673,56583,109887,5509
10356,214,1509207076697956361,"Nearly 200,000 Mexican citizens have been vaccinated in Texas thanks to a cross-border effort that provides them with expiring doses that were marked for the trash. https://t.co/uSaDvXOcMi",2022-03-30T16:33:01.000Z,,1509207076697956361,25,5,77,1,44513878,2009-06-04T01:37:46.000Z,Texas Tribune,TexasTribune,"Austin, Texas",295681,56583,109892,5510
10429,218,1509680981300633600,"Jan 6 Rally Leader:

I “condemn violence,” but not Trump’s violent call for a march to storm the capital. https://t.co/DiqZm1jpgs",2022-03-31T23:56:09.000Z,,1509680981300633600,26,36,116,4,887418059501305858,2017-07-18T21:05:27.000Z,The Beat with Ari Melber on MSNBC 📺,TheBeatWithAri,"New York, NY",346963,946,19314,1878
10598,221,1509681420976930818,"This is the third win in a row for the constitution and our redistricting efforts against Democratic maps which violate the constitution—Wisconsin, Maryland and now New York and their “irrevocably tainted” unconstitutional maps. https://t.co/qjkb9hYOaD",2022-03-31T23:57:53.000Z,,1509681420976930818,16,20,61,5,90484508,2009-11-16T21:08:09.000Z,Governor Christie,GovChristie,"Mendham, NJ",851753,764,10138,6241
10599,221,1509681420976930818,"This is the third win in a row for the constitution and our redistricting efforts against Democratic maps which violate the constitution—Wisconsin, Maryland and now New York and their “irrevocably tainted” unconstitutional maps. https://t.co/qjkb9hYOaD",2022-03-31T23:57:53.000Z,,1509681420976930818,16,20,61,5,90484508,2009-11-16T21:08:09.000Z,Governor Christie,GovChristie,"Mendham, NJ",851754,764,10138,6241
10600,221,1509681420976930818,"This is the third win in a row for the constitution and our redistricting efforts against Democratic maps which violate the constitution—Wisconsin, Maryland and now New York and their “irrevocably tainted” unconstitutional maps. https://t.co/qjkb9hYOaD",2022-03-31T23:57:53.000Z,,1509681420976930818,16,20,61,5,90484508,2009-11-16T21:08:09.000Z,Governor Christie,GovChristie,"Mendham, NJ",851748,764,10138,6241
11085,226,1509681279457017860,"I will say, I am so self conscious about my glasses because I have such a high prescription, so posting that tiktok has made me feel very anxious 😅 anyway goodnight friends, love always.x",2022-03-31T23:57:20.000Z,,1509681279457017860,3,5,158,0,1477647458687717376,2022-01-02T14:26:32.000Z,Dan.,yeetedzombie,"England, United Kingdom",6169,125,1296,3
11140,226,1509678396900581377,"I have an autoimmune disease that makes my body not tolerate gluten. The medication I was prescribed for this illness has gluten in it. To get the prescription for the medication without gluten, I need a prior authorization from insurance. Private health insurance is a scam.",2022-03-31T23:45:52.000Z,,1509678396900581377,61,22,665,4,831121318632316928,2017-02-13T12:42:18.000Z,Kailey,kaileyand,Wear A Mask,1111,619,18329,2
11166,226,1509676274876395524,@briantylercohen Editor's note - those 193 House Republicans have healthcare benefits that cover insulin (and other prescription) costs.,2022-03-31T23:37:27.000Z,,1509654635564265481,140,10,1047,7,409824643,2011-11-11T08:19:43.000Z,Janice Hough,leftcoastbabe,,25147,8874,178902,98
11167,226,1509676274876395524,@briantylercohen Editor's note - those 193 House Republicans have healthcare benefits that cover insulin (and other prescription) costs.,2022-03-31T23:37:27.000Z,,1509654635564265481,140,10,1047,7,409824643,2011-11-11T08:19:43.000Z,Janice Hough,leftcoastbabe,,25146,8874,178919,98
11208,226,1509671511300636672,No one should have to choose between their health and their paycheck. That's why we're taking steps to lower prescription drug costs and put more money back in every Nevadan's wallet. https://t.co/PDS97u0eiz,2022-03-31T23:18:31.000Z,,1509671511300636672,12,37,54,1,3124524385,2015-04-01T13:53:51.000Z,Steve Sisolak,SteveSisolak,"Nevada, USA",42134,291,9867,388
11230,228,1509656751230140420,An Alabama man nearly died at Limestone Correctional Facility after he was taken hostage for several hours and stabbed repeatedly. Data from the Alabama Department of Corrections shows that assaults at the prison have nearly tripled in the past two years. https://t.co/7qswEhc8DB,2022-03-31T22:19:52.000Z,,1509656751230140420,47,2,71,0,613712440,2012-06-20T19:53:35.000Z,Equal Justice Initiative,eji_org,"Montgomery, AL",217109,2,5439,1805
11250,228,1509582868489682948,"Our org has received word of a possible uprising inside Bertie Correctional Institution in Windsor, NC.  At least one incarcerated person has been killed and several more severely injured.  This is what happens when you leave an entire facility on 23 &amp;1 for two and a half years.",2022-03-31T17:26:17.000Z,,1509582868489682948,23,1,65,1,1418309794188963847,2021-07-22T20:39:50.000Z,Solidarity Beyond the Walls,SolidarityWalls,"Durham, NC",99,105,381,2
11263,229,1509621207963877380,"Testifying at Colorado State Capitol about SB22-145.

This work is tough. 
But I’m tougher.

On we press. https://t.co/pzftJfvWAK",2022-03-31T19:58:38.000Z,,1509621207963877380,7,3,127,1,189274983,2010-09-10T21:03:03.000Z,Elisabeth Epps,elisabethepps,"Denver, CO",6657,305,3033,49
11297,234,1509680821841584133,Texas A&amp;M leads Xavier 40-32 at halftime in the NIT Championship.,2022-03-31T23:55:31.000Z,,1509680821841584133,7,3,145,0,1281738769620701189,2020-07-10T23:55:20.000Z,AggiesToday (AT) ,AggiesToday,"College Station, TX",8878,919,8613,42
11298,234,1509680821841584133,Texas A&amp;M leads Xavier 40-32 at halftime in the NIT Championship.,2022-03-31T23:55:31.000Z,,1509680821841584133,7,3,145,0,1281738769620701189,2020-07-10T23:55:20.000Z,AggiesToday (AT) ,AggiesToday,"College Station, TX",8887,919,8616,42
11301,234,1509674857042268161,"A 17-year-old was arrested in Texas for posting on social media photos of himself in possession of what looked like THC cartridges, weapons and cash.  https://t.co/Hz5nzOZRxH",2022-03-31T23:31:48.000Z,,1509674857042268161,18,26,78,3,16656350,2008-10-08T21:07:29.000Z,FOX 4 NEWS,FOX4,Dallas - Fort Worth,603460,722,217791,2211
11302,234,1509674857042268161,"A 17-year-old was arrested in Texas for posting on social media photos of himself in possession of what looked like THC cartridges, weapons and cash.  https://t.co/Hz5nzOZRxH",2022-03-31T23:31:48.000Z,,1509674857042268161,18,26,78,3,16656350,2008-10-08T21:07:29.000Z,FOX 4 NEWS,FOX4,Dallas - Fort Worth,603480,722,217797,2211
11317,234,1509658422844616715,"Nick Solak’s 8th inning homer was the Rangers’ 5th long ball of the game. Texas leads the Dodgers, 8-1 after 8 full frames at Surprise Stadium.",2022-03-31T22:26:30.000Z,,1509658422844616715,6,0,71,0,55600655,2009-07-10T16:15:44.000Z,John Blake,RangerBlake,"Arlington, TX",39853,411,10211,986
11318,234,1509658422844616715,"Nick Solak’s 8th inning homer was the Rangers’ 5th long ball of the game. Texas leads the Dodgers, 8-1 after 8 full frames at Surprise Stadium.",2022-03-31T22:26:30.000Z,,1509658422844616715,6,0,71,0,55600655,2009-07-10T16:15:44.000Z,John Blake,RangerBlake,"Arlington, TX",39856,411,10212,986
11350,234,1509606578365861888,"Next up we have HALEY LEE! She has a .483 batting average and currently leads Texas A&amp;M Softball in EVERY CATEGORY! 😱

#SYfamily @haley45lee @AggieSoftball https://t.co/e5rgX6TmiR",2022-03-31T19:00:30.000Z,,1509606578365861888,4,0,75,1,1011310971229523971,2018-06-25T18:11:39.000Z,Softball Youth,softball_youth,United States,1129,91,1956,3
11351,234,1509606578365861888,"Next up we have HALEY LEE! She has a .483 batting average and currently leads Texas A&amp;M Softball in EVERY CATEGORY! 😱

#SYfamily @haley45lee @AggieSoftball https://t.co/e5rgX6TmiR",2022-03-31T19:00:30.000Z,,1509606578365861888,4,0,75,1,1011310971229523971,2018-06-25T18:11:39.000Z,Softball Youth,softball_youth,United States,1129,91,1957,3
11407,234,1509376240263876615,Texas leads the nation in the number of uninsured people— @BetoORourke is on a mission to change that. https://t.co/JZqg9eVfU5,2022-03-31T03:45:13.000Z,,1509376240263876615,26,3,64,0,1110908848502726656,2019-03-27T14:18:03.000Z,Texas Signal,TexasSignal,"Houston, TX",4837,701,7449,57
11409,234,1509376240263876615,Texas leads the nation in the number of uninsured people— @BetoORourke is on a mission to change that. https://t.co/JZqg9eVfU5,2022-03-31T03:45:13.000Z,,1509376240263876615,26,3,64,0,1110908848502726656,2019-03-27T14:18:03.000Z,Texas Signal,TexasSignal,"Houston, TX",4838,701,7450,57
11410,234,1509342663966961676,"🔼 8 (at Texas) | ✨ 𝑀𝐸𝐿𝐿𝐼𝐸 𝗠𝗔𝗚𝗜𝗖

Melissa Mayeux comes through with a 2-run single ... and now 𝗟𝗢𝗨𝗜𝗦𝗜𝗔𝗡𝗔 leads!!!

LA      6
TEX    4
1 out

#GeauxCajuns ⚜️ https://t.co/oDbx80pFGF",2022-03-31T01:31:47.000Z,,1509342663966961676,5,0,53,1,585799653,2012-05-20T14:41:03.000Z,Louisiana Ragin' Cajuns® Softball,RaginCajunsSB,"Lafayette, La.",20309,340,23130,118
11411,234,1509342663966961676,"🔼 8 (at Texas) | ✨ 𝑀𝐸𝐿𝐿𝐼𝐸 𝗠𝗔𝗚𝗜𝗖

Melissa Mayeux comes through with a 2-run single ... and now 𝗟𝗢𝗨𝗜𝗦𝗜𝗔𝗡𝗔 leads!!!

LA      6
TEX    4
1 out

#GeauxCajuns ⚜️ https://t.co/oDbx80pFGF",2022-03-31T01:31:47.000Z,,1509342663966961676,5,0,53,1,585799653,2012-05-20T14:41:03.000Z,Louisiana Ragin' Cajuns® Softball,RaginCajunsSB,"Lafayette, La.",20309,340,23131,118
11429,234,1509259875032961031,"NCAA 1⃣

@ChrisWelch_TTG currently sits atop the NCAA charts this outdoor season when it comes to the triple jump after his 16.25m (53-3.75) winning leap this past weekend at the Texas Relays 👊

In the 🌎 it ranks 8⃣th and leads all Americans 🇺🇸

#WreckEm https://t.co/oaHMP9Y30I",2022-03-30T20:02:49.000Z,,1509259875032961031,36,0,171,4,3307805274,2015-08-06T14:04:43.000Z,Texas Tech Track & Field,TexasTechTF,"Lubbock, Texas",16827,411,7842,82
11431,234,1509259875032961031,"NCAA 1⃣

@ChrisWelch_TTG currently sits atop the NCAA charts this outdoor season when it comes to the triple jump after his 16.25m (53-3.75) winning leap this past weekend at the Texas Relays 👊

In the 🌎 it ranks 8⃣th and leads all Americans 🇺🇸

#WreckEm https://t.co/oaHMP9Y30I",2022-03-30T20:02:49.000Z,,1509259875032961031,36,0,171,4,3307805274,2015-08-06T14:04:43.000Z,Texas Tech Track & Field,TexasTechTF,"Lubbock, Texas",16826,411,7844,82
11446,234,1509197303072100364,"Righthander Jack Leiter leads a revamped Rangers system filled with intriguing prospects:

https://t.co/1CcQeWnaQD https://t.co/M9W0kWKMru",2022-03-30T15:54:11.000Z,,1509197303072100364,14,1,59,5,21410529,2009-02-20T16:33:00.000Z,Baseball America,BaseballAmerica,"Durham, N.C.",300200,1098,123724,5104
11468,235,1509680462389678093,Missouri https://t.co/xJsAiuxCZA,2022-03-31T23:54:05.000Z,,1509680462389678093,16,3,58,1,20944649,2009-02-15T22:51:40.000Z,Bob Kostic,causticbob,"bangor, me. usa",202301,207793,461446,1068
11690,235,1509675720674480131,"A teacher friend reports that the Missouri AG has launched a web site that lets parents report ""objectionable curriculum."" https://t.co/YRiH3NSdzf 

While we would NEVER suggest people flood the site with fake reports, you do you.",2022-03-31T23:35:14.000Z,,1509675720674480131,94,3,134,4,43629631,2009-05-31T02:31:55.000Z,Laura Anne Gilman,LAGilman,"Seattle, Wa",7945,887,111126,517
11691,235,1509675576222703623,"Every Missouri Republican, including Ann Wagner,  voted against lowering the cost of insulin so people do not have to choose between bankruptcy or death. Shame on them. #ProDeathGOP #VoteBlueIn2022",2022-03-31T23:34:40.000Z,,1509675576222703623,69,4,163,7,89089521,2009-11-11T02:49:16.000Z,Pamela Walker she/her 🇺🇸🌻,pamelarwalker,"St. Louis, Mo.",4428,5001,101896,104
11720,235,1509673792410468365,@ByYourLogic biggest disconnect to me is that Todd Akins guy in Missouri losing big in 2012 for saying womens bodies can just shut down rape insemination. Like one cycle later that shit straight up did not matter anymore,2022-03-31T23:27:35.000Z,,1509663393996840964,2,1,64,0,969309576,2012-11-25T03:49:06.000Z,Votto 🇬🇦🐅,Votto007,,8949,999,12246,15
11865,239,1509679510244921348,Retracing historic 1966 pilgrimage: Farm workers announce march from Delano to Sacramento after Gov. Newsom won’t meet with them on #CesarChavezDay. Full release: https://t.co/6JVjGakSvJ https://t.co/SzdtJ7gttn,2022-03-31T23:50:18.000Z,,1509679510244921348,17,0,59,3,16316895,2008-09-16T20:18:19.000Z,United Farm Workers,UFWupdates,California,130191,5101,39676,919
11866,239,1509679510244921348,Retracing historic 1966 pilgrimage: Farm workers announce march from Delano to Sacramento after Gov. Newsom won’t meet with them on #CesarChavezDay. Full release: https://t.co/6JVjGakSvJ https://t.co/SzdtJ7gttn,2022-03-31T23:50:18.000Z,,1509679510244921348,17,0,59,3,16316895,2008-09-16T20:18:19.000Z,United Farm Workers,UFWupdates,California,130190,5101,39676,919
11877,239,1509678787755192321,"You can say all you want about this man but it doesn’t take away from the fact that he is truly loved. A year ago 8+ million people (including myself) tuned in to watch his return and that’s something historic. 
After 10 years, she got him to come home and we couldn’t be happier.",2022-03-31T23:47:26.000Z,,1509678787755192321,18,0,88,1,1305723836671897600,2020-09-15T04:23:30.000Z,gianna,asongoodforher,"she/her, 21",449,139,1938,3
11968,239,1509675962044239878,"#TBT to last week’s historic groundbreaking of the @MohMuseum in Arlington! ⭐️🇺🇸

Excited to see this project come together for our country’s heroes. https://t.co/JO0lgbABhA",2022-03-31T23:36:12.000Z,,1509675962044239878,32,9,180,0,8824902,2007-09-12T02:56:44.000Z,Dallas Cowboys,dallascowboys,"Frisco, TX",4177156,282,73928,11594
12020,250,1509621112354885640,"@OccupyDemocrats So, by Republican standards, she had five dead bodies in her coolers...

Was she involved in five abortions? Because if she was, that's $50K in Texas money right there....",2022-03-31T19:58:15.000Z,,1509599176211894272,12,2,143,0,1437476609536270344,2021-09-13T18:02:02.000Z,J W,Miss_Aresa,,219,212,12606,1
12037,250,1509601994658484225,@OccupyDemocrats @timmyb72 This is something out of a Texas Chainsaw Massacre film. Having ONE dead fetus is impossibly ghoulish but FIVE is insane.,2022-03-31T18:42:17.000Z,,1509599176211894272,14,0,175,0,18774140,2009-01-08T18:56:04.000Z,"(((THEE R.A. Roth Supports Ukraine, Fuck Putin!)))",fantagor,Xanadu Ice Caves,2582,2753,101360,56
12166,252,1509454149682933766,"@only_Prima1 When you don’t take long to shave and failing to keep yourself well, On top of that you fail to use the best equipment to shave trust me that will always be the results, let people normalize shaving or cleaning there selves every week, though to some we have poor skins",2022-03-31T08:54:48.000Z,,1509447051205091328,0,6,60,1,1301257531298402304,2020-09-02T20:36:03.000Z,Tibzkarts,Tibzkarts3,,1408,1390,25216,0
12356,262,1509674590884270081,"Finally, I must again champion the powerhouse that is @staceyabrams! Stacey is running for governor of Georgia &amp; I am continually in awe of her tireless advocacy, particularly when it comes to voting rights. All votes must be counted. This photo captures her indomitable spirit! https://t.co/XHnYAY24MU",2022-03-31T23:30:45.000Z,,1509674580637532163,51,11,609,4,2693837167,2014-07-30T20:04:31.000Z,Kate Mulgrew,TheKateMulgrew,,220524,373,1051,1035
12436,262,1509575747010060288,"Multiple C of I Football Players are running for Student Government leadership position’s.

Voting opens tonight at “Midnight” and will continue through Friday, April 1st.

Good luck to all on campus who are participating! Way to be leaders!

Link to vote: https://t.co/AOJ69L8mWc https://t.co/JabqaTzP4J",2022-03-31T16:57:59.000Z,,1509575747010060288,10,1,51,1,2413664544,2014-03-27T05:09:23.000Z,The College of Idaho Football,YotesFootball,"Caldwell, ID",5503,686,2207,17
12472,264,1509577162667532297,"It looks like the Government is trying to row back on their long overdue legislation to ban conversion therapy, which would be more accurately described as torture.

This would be an absolute betrayal of the LGBTQ+ community.

We must keep fighting for a comprehensive ban.",2022-03-31T17:03:36.000Z,,1509577162667532297,17,3,78,1,237341484,2011-01-12T16:37:09.000Z,Bell Ribeiro-Addy MP,BellRibeiroAddy,"Streatham, London",59899,1907,9283,387
12473,264,1509568676789428231,"Update: Doctor who led the sole comprehensive program for trans youth in Texas files updated petition against her employer.

She says there are 100+ prospective patients who ""have been turned away"" due to changes at the program.

Background: https://t.co/Gs3edCe8uE #txlege #lgbtq https://t.co/Mx100pM6b7",2022-03-31T16:29:53.000Z,,1509568676789428231,28,3,58,3,52754791,2009-07-01T15:27:03.000Z,🌟 Lauren McGaughy,lmcgaughy,"Austin, TX",20376,4729,63105,721
12605,276,1509521695488552960,"Tuesday @DaleJr and I had the opportunity to visit the USS George H.W. Bush with @Unilever and Adopt-A-Soldier-Platoon. Captain Aguilar and the men and women on the ship were incredible! We love supporting our military, and hope they had as much fun as we did! https://t.co/WMrBeGaTPa",2022-03-31T13:23:12.000Z,,1509521695488552960,28,4,549,3,38954906,2009-05-09T23:53:57.000Z,Justin Allgaier,J_Allgaier,North Carolina,137115,1636,8545,1527
12652,276,1509255272061194249,"VoteVets Endorses Admiral (Ret.) Mike Franken #IAsen 

“Franken was the only voice on a team of military advisers to oppose George W. Bush’s invasion of Iraq.”

READ MORE: https://t.co/KjAJNEdpYv https://t.co/Q4V5WuygfZ",2022-03-30T19:44:32.000Z,,1509255272061194249,125,5,497,6,16513335,2008-09-29T16:00:48.000Z,VoteVets,votevets,United States,292445,5914,32471,2079
12663,276,1509193185334992900,"MAL: The role of the military is to protect the people...

MAL's soldiers: 'Motherf*cking village... burn them. The bush is moving... they are in there... shoot them... shoot them all.'

Two children, age 6 and 9, died that day. https://t.co/wxZdk0f99E",2022-03-30T15:37:49.000Z,,1509193185334992900,58,2,64,8,1357359901346066432,2021-02-04T16:06:45.000Z,M Thaw,mthaw_mm,,2196,193,1385,8
12705,279,1509545684533346306,"With thirteen New Moons, 2022 is bound to be a magical year!

The Number 13 is a symbol of power through transformation—life, death &amp;  rebirth.

There are 13 lunar cycles in a year—13 is connected to the Moon.

Reflect on all your blessings. Brighter days are coming! Believe it.",2022-03-31T14:58:31.000Z,,1509545684533346306,19,1,101,0,825458938355265537,2017-01-28T21:42:02.000Z,Naked Numerology,OneLuckyGirl_28,WorldWide,118401,2103,84544,502
12713,279,1509516086177263627,"🆕 $FUFU LP Token staking pool coming soon!

With Liquidity Mining Program coming to an 🔚, we are launching a 🆕 way to share the value our #HODLers are creating!

Add liquidity👉 @impossiblefi FUFU/BUSD pool &amp; earn rewards for staking the LP token, stay connected #BSC #NFT #LFG https://t.co/5oAFxqAZ9V",2022-03-31T13:00:55.000Z,,1509516086177263627,8,4,55,14,1386897950987546626,2021-04-27T04:46:06.000Z,FUFU,getFUFU,,39127,35,220,15
